id_estudiante,nombre,carrera,edad,genero,semestre,id_nota,materia,nota,asistencia
2797,María Ramírez,Administración,33,Masculino,2,2014,Contabilidad,7.53,65
2797,María Ramírez,Administración,33,Masculino,2,3635,Contabilidad,9.61,82
2798,Daniela Díaz,Psicología,29,Femenino,5,3171,Inglés,7.84,65
2798,Daniela Díaz,Psicología,29,Femenino,5,3933,Contabilidad,9.18,98
2799,Sofía Vega,Psicología,28,Femenino,9,2107,Matemáticas,7.3,98
2802,José Ramírez,Educación,30,Masculino,10,2664,Contabilidad,5.82,82
2804,María Ramírez,Administración,21,Femenino,7,4922,Investigación,6.38,63
2805,Pedro Morales,Psicología,28,Femenino,2,3331,Matemáticas,6.55,74
2805,Pedro Morales,Psicología,28,Femenino,2,3980,Administración,5.1,92
2806,María Torres,Psicología,33,Masculino,6,3315,Contabilidad,8.45,81
2806,María Torres,Psicología,33,Masculino,6,3359,Programación,9.11,72
2806,María Torres,Psicología,33,Masculino,6,3938,Programación,7.58,100
2807,Ana Morales,Derecho,31,Masculino,7,2105,Contabilidad,9.9,88
2807,Ana Morales,Derecho,31,Masculino,7,4373,Contabilidad,6.19,95
2807,Ana Morales,Derecho,31,Masculino,7,4500,Administración,6.34,71
2808,Daniela Pérez,Contabilidad,29,Masculino,5,967,Investigación,9.94,89
2808,Daniela Pérez,Contabilidad,29,Masculino,5,982,Inglés,6.8,72
2808,Daniela Pérez,Contabilidad,29,Masculino,5,2297,Matemáticas,6.03,63
2808,Daniela Pérez,Contabilidad,29,Masculino,5,3381,Contabilidad,7.69,88
2808,Daniela Pérez,Contabilidad,29,Masculino,5,4053,Auditoría,8.64,83
2809,María Ramírez,Derecho,30,Masculino,7,1576,Estadística,9.84,98
2810,Pedro López,Contabilidad,25,Masculino,6,2161,Contabilidad,6.84,60
2810,Pedro López,Contabilidad,25,Masculino,6,4350,Python,7.93,86
2813,Pedro Ramírez,Sistemas,22,Masculino,1,2826,Auditoría,5.61,89
2815,Camila Ruiz,Sistemas,19,Masculino,5,1563,Programación,8.89,90
2817,Ana López,Administración,30,Femenino,2,3692,Administración,9.94,83
2818,José Ruiz,Contabilidad,34,Masculino,10,10,Auditoría,6.32,62
2818,José Ruiz,Contabilidad,34,Masculino,10,1275,Contabilidad,7.35,60
2819,José Torres,Sistemas,32,Femenino,3,848,Auditoría,7.51,84
2820,Andrés Gómez,Derecho,25,Femenino,1,1247,Python,7.06,82
2820,Andrés Gómez,Derecho,25,Femenino,1,3327,Base de Datos,7.94,92
2821,Pedro Díaz,Educación,23,Femenino,8,1186,Investigación,8.68,67
2823,María Castillo,Educación,28,Masculino,4,570,Estadística,7.71,63
2824,Daniela Torres,Educación,22,Masculino,2,4405,Investigación,8.15,73
2824,Daniela Torres,Educación,22,Masculino,2,4944,Base de Datos,7.98,77
2826,Carlos Torres,Educación,20,Femenino,6,1736,Administración,6.54,88
2826,Carlos Torres,Educación,20,Femenino,6,4442,Investigación,5.61,73
2828,Luis Vega,Educación,27,Masculino,8,237,Administración,7.76,94
2830,Luis Pérez,Sistemas,26,Femenino,3,3248,Inglés,8.44,75
2830,Luis Pérez,Sistemas,26,Femenino,3,4291,Administración,5.44,93
2831,Daniela Ramírez,Educación,30,Femenino,8,260,Auditoría,6.5,87
2835,Andrés Ruiz,Derecho,26,Masculino,3,468,Programación,9.47,65
2836,Pedro Pérez,Sistemas,29,Femenino,10,3207,Inglés,6.98,89
2837,Camila Díaz,Sistemas,21,Femenino,9,3708,Contabilidad,7.76,91
2838,María López,Administración,28,Femenino,9,527,Inglés,8.28,90
2838,María López,Administración,28,Femenino,9,3267,Inglés,5.76,91
2840,Daniela Ruiz,Psicología,27,Femenino,1,2212,Investigación,9.73,97
2840,Daniela Ruiz,Psicología,27,Femenino,1,4917,Contabilidad,6.86,62
2841,José Díaz,Sistemas,31,Masculino,8,2245,Contabilidad,6.96,71
2841,José Díaz,Sistemas,31,Masculino,8,2723,Inglés,9.97,98
2841,José Díaz,Sistemas,31,Masculino,8,3850,Investigación,5.87,85
2842,Pedro Ramírez,Psicología,25,Femenino,10,4608,Base de Datos,9.77,96
2846,Ana Morales,Sistemas,20,Femenino,9,3513,Inglés,9.26,96
2848,Ana Ramírez,Psicología,24,Femenino,2,2800,Contabilidad,8.53,78
2848,Ana Ramírez,Psicología,24,Femenino,2,3470,Contabilidad,7.26,95
2848,Ana Ramírez,Psicología,24,Femenino,2,3555,Inglés,9.34,69
2849,María Morales,Psicología,28,Masculino,9,1315,Administración,8.66,77
2851,María Ramírez,Sistemas,21,Masculino,5,1360,Investigación,7.08,67
2853,Pedro López,Educación,23,Femenino,2,3147,Base de Datos,5.13,83
2853,Pedro López,Educación,23,Femenino,2,3990,Matemáticas,6.35,76
2856,Carlos Gómez,Derecho,28,Masculino,9,3412,Estadística,6.64,80
2857,Andrés Ramírez,Psicología,21,Femenino,10,3442,Matemáticas,5.46,64
2859,Pedro López,Psicología,26,Masculino,10,2649,Inglés,7.34,94
2860,Luis Gómez,Administración,22,Femenino,3,3586,Base de Datos,7.95,70
2863,Carlos López,Psicología,33,Masculino,4,357,Administración,8.64,69
2863,Carlos López,Psicología,33,Masculino,4,1083,Matemáticas,9.42,81
2865,María Pérez,Sistemas,32,Masculino,1,1377,Auditoría,9.11,88
2865,María Pérez,Sistemas,32,Masculino,1,2475,Base de Datos,7.01,60
2865,María Pérez,Sistemas,32,Masculino,1,2937,Auditoría,8.28,75
2866,Sofía Díaz,Sistemas,29,Femenino,7,379,Contabilidad,9.84,85
2870,Ana Díaz,Administración,27,Femenino,5,2040,Contabilidad,6.42,96
2876,Luis Castillo,Contabilidad,28,Masculino,3,2506,Investigación,6.23,63
2876,Luis Castillo,Contabilidad,28,Masculino,3,3881,Inglés,9.97,84
2877,Sofía López,Psicología,20,Masculino,1,100,Programación,7.0,94
2879,Sofía Vega,Contabilidad,35,Femenino,2,2100,Matemáticas,7.93,92
2879,Sofía Vega,Contabilidad,35,Femenino,2,4145,Python,6.7,84
2879,Sofía Vega,Contabilidad,35,Femenino,2,4931,Programación,8.21,63
2881,José Pérez,Administración,20,Masculino,10,857,Auditoría,7.82,96
2881,José Pérez,Administración,20,Masculino,10,1763,Base de Datos,5.06,93
2882,Ana Gómez,Derecho,19,Femenino,6,139,Contabilidad,8.77,86
2882,Ana Gómez,Derecho,19,Femenino,6,4949,Programación,8.32,85
2883,Pedro Vega,Sistemas,26,Masculino,10,2883,Auditoría,6.7,68
2890,Pedro Ruiz,Contabilidad,26,Masculino,10,3073,Programación,5.32,63
2892,Pedro Ruiz,Administración,26,Masculino,10,3659,Matemáticas,9.71,86
2893,Carlos Ruiz,Sistemas,25,Masculino,1,1201,Investigación,7.03,72
2893,Carlos Ruiz,Sistemas,25,Masculino,1,1215,Programación,7.68,76
2894,María López,Educación,19,Masculino,7,3984,Investigación,6.37,78
2894,María López,Educación,19,Masculino,7,4140,Base de Datos,6.94,72
2895,Carlos López,Contabilidad,21,Masculino,4,2566,Contabilidad,6.13,84
2895,Carlos López,Contabilidad,21,Masculino,4,2979,Programación,8.59,98
2897,Daniela Torres,Administración,21,Femenino,6,322,Investigación,9.34,63
2898,Pedro Morales,Educación,34,Femenino,8,92,Programación,9.42,86
2899,María Torres,Administración,30,Femenino,4,1467,Base de Datos,8.07,91
2899,María Torres,Administración,30,Femenino,4,4985,Auditoría,8.37,61
2901,José Pérez,Derecho,32,Masculino,1,4733,Estadística,8.9,89
2903,Luis Castillo,Administración,27,Femenino,3,52,Investigación,7.06,63
2903,Luis Castillo,Administración,27,Femenino,3,3013,Base de Datos,7.01,95
2906,José Ramírez,Derecho,26,Masculino,8,3426,Administración,9.73,64
2906,José Ramírez,Derecho,26,Masculino,8,3696,Auditoría,9.92,91
2907,María Ramírez,Administración,18,Masculino,8,855,Base de Datos,5.88,97
2907,María Ramírez,Administración,18,Masculino,8,4032,Programación,7.76,62
2911,Sofía Gómez,Administración,27,Femenino,4,960,Matemáticas,8.72,79
2911,Sofía Gómez,Administración,27,Femenino,4,3415,Python,5.69,88
2916,José Ruiz,Administración,30,Femenino,2,2621,Base de Datos,8.51,66
2917,Pedro Ramírez,Psicología,24,Masculino,6,1222,Base de Datos,8.89,67
2918,Ana Díaz,Contabilidad,33,Masculino,9,1804,Inglés,8.33,85
2924,Sofía Morales,Sistemas,26,Femenino,4,3243,Investigación,5.09,80
2924,Sofía Morales,Sistemas,26,Femenino,4,4242,Inglés,7.78,70
2925,Luis Díaz,Administración,21,Masculino,5,2000,Base de Datos,5.87,92
2928,Pedro Díaz,Sistemas,20,Masculino,10,1729,Estadística,6.63,98
2928,Pedro Díaz,Sistemas,20,Masculino,10,1757,Base de Datos,5.26,83
2928,Pedro Díaz,Sistemas,20,Masculino,10,1828,Investigación,6.76,75
2928,Pedro Díaz,Sistemas,20,Masculino,10,2569,Estadística,8.08,67
2931,María Torres,Administración,25,Masculino,3,1103,Programación,5.53,79
2932,María López,Administración,22,Femenino,8,91,Matemáticas,8.41,66
2935,Luis Torres,Derecho,30,Masculino,3,1312,Base de Datos,6.25,62
2937,Luis Torres,Administración,20,Masculino,7,253,Administración,7.15,75
2937,Luis Torres,Administración,20,Masculino,7,956,Programación,6.5,70
2938,Luis Morales,Administración,23,Femenino,9,3518,Administración,6.76,75
2940,Sofía Vega,Educación,24,Femenino,7,1140,Python,6.09,91
2940,Sofía Vega,Educación,24,Femenino,7,3193,Python,5.79,90
2942,Sofía López,Educación,18,Masculino,7,847,Inglés,7.72,91
2944,Luis Torres,Sistemas,25,Masculino,9,1415,Estadística,8.44,90
2944,Luis Torres,Sistemas,25,Masculino,9,1620,Inglés,5.42,100
2945,Daniela Morales,Educación,22,Masculino,9,2820,Matemáticas,8.72,72
2946,Carlos Vega,Administración,22,Masculino,1,2903,Investigación,7.84,64
2946,Carlos Vega,Administración,22,Masculino,1,3988,Investigación,5.1,87
2950,Pedro Ramírez,Administración,22,Masculino,2,1346,Inglés,7.24,85
2950,Pedro Ramírez,Administración,22,Masculino,2,4962,Inglés,8.1,82
2951,Andrés Torres,Psicología,32,Masculino,7,1004,Administración,7.13,67
2951,Andrés Torres,Psicología,32,Masculino,7,1389,Estadística,5.1,84
2952,Andrés Gómez,Educación,28,Femenino,3,3853,Investigación,5.43,76
2953,José Díaz,Sistemas,19,Masculino,1,932,Matemáticas,6.37,89
2954,Ana Pérez,Sistemas,28,Masculino,10,1922,Investigación,6.41,76
2954,Ana Pérez,Sistemas,28,Masculino,10,2570,Estadística,9.48,98
2955,Luis Gómez,Educación,24,Femenino,2,653,Estadística,5.46,79
2955,Luis Gómez,Educación,24,Femenino,2,2016,Matemáticas,5.76,93
2955,Luis Gómez,Educación,24,Femenino,2,3511,Auditoría,8.36,98
2956,Daniela Vega,Educación,29,Masculino,10,1973,Investigación,9.02,65
2956,Daniela Vega,Educación,29,Masculino,10,4107,Administración,9.0,83
2958,Andrés Castillo,Contabilidad,26,Masculino,2,1246,Administración,7.8,76
2958,Andrés Castillo,Contabilidad,26,Masculino,2,1734,Investigación,5.74,87
2959,Andrés Torres,Psicología,35,Femenino,5,774,Administración,5.66,96
2960,Daniela Vega,Sistemas,22,Masculino,5,2043,Inglés,5.49,87
2960,Daniela Vega,Sistemas,22,Masculino,5,4776,Matemáticas,8.48,84
2960,Daniela Vega,Sistemas,22,Masculino,5,4907,Administración,7.55,67
2961,Andrés Ruiz,Sistemas,28,Femenino,8,4132,Estadística,8.83,78
2961,Andrés Ruiz,Sistemas,28,Femenino,8,4995,Investigación,5.35,63
2962,Ana Vega,Derecho,32,Masculino,1,3528,Base de Datos,9.8,80
2963,Sofía Pérez,Sistemas,26,Masculino,7,13,Auditoría,5.96,64
2964,Camila Díaz,Sistemas,29,Femenino,9,222,Auditoría,8.78,100
2964,Camila Díaz,Sistemas,29,Femenino,9,2019,Python,7.21,60
2964,Camila Díaz,Sistemas,29,Femenino,9,3923,Matemáticas,9.14,86
2965,Carlos Morales,Derecho,21,Masculino,7,3000,Estadística,6.76,92
2966,Carlos Castillo,Psicología,25,Femenino,6,4824,Contabilidad,5.24,87
2967,Ana Díaz,Contabilidad,23,Femenino,1,443,Investigación,9.75,62
2970,Camila Pérez,Psicología,34,Masculino,3,4166,Estadística,5.48,76
2971,Luis Pérez,Contabilidad,19,Masculino,7,1770,Base de Datos,9.09,98
2971,Luis Pérez,Contabilidad,19,Masculino,7,3476,Programación,6.15,93
2972,José Vega,Sistemas,35,Masculino,5,290,Estadística,9.9,83
2972,José Vega,Sistemas,35,Masculino,5,3319,Contabilidad,6.53,70
2973,José Torres,Psicología,33,Femenino,4,1878,Estadística,7.67,75
2973,José Torres,Psicología,33,Femenino,4,2173,Python,5.37,61
2974,Andrés López,Derecho,24,Masculino,7,1438,Estadística,7.62,84
2974,Andrés López,Derecho,24,Masculino,7,1875,Inglés,8.58,79
2974,Andrés López,Derecho,24,Masculino,7,2119,Python,6.4,98
2976,Sofía Castillo,Educación,23,Femenino,7,4651,Investigación,9.78,96
2977,José Torres,Sistemas,25,Femenino,3,2637,Administración,5.45,71
2977,José Torres,Sistemas,25,Femenino,3,3308,Investigación,8.58,92
2979,José Gómez,Derecho,19,Femenino,5,2510,Administración,6.52,66
2979,José Gómez,Derecho,19,Femenino,5,3335,Python,6.99,66
2983,Pedro Castillo,Derecho,26,Femenino,9,1320,Auditoría,6.19,64
2984,Sofía Vega,Psicología,18,Masculino,2,108,Investigación,5.35,81
2986,Camila Torres,Derecho,19,Femenino,1,1123,Administración,9.79,70
2986,Camila Torres,Derecho,19,Femenino,1,2480,Investigación,9.46,94
2989,Camila Gómez,Derecho,25,Masculino,2,16,Base de Datos,6.85,73
2991,Andrés Pérez,Psicología,24,Masculino,10,674,Estadística,9.66,72
2991,Andrés Pérez,Psicología,24,Masculino,10,1236,Investigación,6.4,71
2993,Camila López,Sistemas,31,Masculino,2,1375,Administración,5.95,82
2997,Pedro Gómez,Psicología,22,Masculino,4,1134,Investigación,6.12,97
2997,Pedro Gómez,Psicología,22,Masculino,4,4514,Python,9.76,91
2998,Pedro Díaz,Derecho,33,Femenino,5,272,Programación,7.51,77
3001,Luis Castillo,Psicología,20,Masculino,9,3165,Programación,5.07,85
3004,Sofía Torres,Derecho,24,Masculino,3,4249,Contabilidad,9.17,87
3005,María Ruiz,Psicología,34,Masculino,2,4076,Administración,8.33,65
3008,Andrés Vega,Derecho,19,Femenino,1,3240,Python,9.45,83
3009,Camila López,Derecho,30,Femenino,7,4010,Auditoría,8.92,89
3010,Ana Vega,Educación,21,Masculino,3,433,Programación,6.33,65
3010,Ana Vega,Educación,21,Masculino,3,2407,Python,5.6,65
3011,Pedro Pérez,Sistemas,24,Masculino,9,1797,Base de Datos,5.06,91
3011,Pedro Pérez,Sistemas,24,Masculino,9,1950,Programación,6.0,88
3011,Pedro Pérez,Sistemas,24,Masculino,9,4020,Contabilidad,5.58,86
3012,María Díaz,Derecho,30,Masculino,1,326,Estadística,8.81,96
3013,Pedro Torres,Educación,32,Masculino,6,794,Base de Datos,6.28,66
3013,Pedro Torres,Educación,32,Masculino,6,2931,Administración,5.97,87
3015,Camila Pérez,Derecho,34,Masculino,7,1901,Base de Datos,9.74,67
3015,Camila Pérez,Derecho,34,Masculino,7,4039,Python,9.01,97
3016,Sofía Gómez,Derecho,33,Femenino,9,3809,Programación,9.49,70
3017,Carlos Ruiz,Administración,34,Femenino,5,2323,Python,8.25,87
3017,Carlos Ruiz,Administración,34,Femenino,5,4378,Auditoría,7.9,64
3018,Ana Gómez,Administración,27,Masculino,9,2987,Python,6.45,69
3018,Ana Gómez,Administración,27,Masculino,9,4320,Matemáticas,7.78,92
3020,Andrés Vega,Administración,31,Masculino,4,278,Contabilidad,7.92,100
3020,Andrés Vega,Administración,31,Masculino,4,2547,Base de Datos,9.51,65
3020,Andrés Vega,Administración,31,Masculino,4,4906,Base de Datos,9.7,89
3021,María Díaz,Psicología,21,Masculino,2,366,Contabilidad,5.38,65
3021,María Díaz,Psicología,21,Masculino,2,4197,Administración,9.89,84
3022,Camila Ramírez,Educación,18,Masculino,9,2765,Programación,9.95,63
3022,Camila Ramírez,Educación,18,Masculino,9,4559,Contabilidad,6.05,64
3023,Camila Ruiz,Psicología,20,Femenino,5,2280,Python,5.34,73
3024,Sofía Torres,Sistemas,32,Femenino,10,178,Inglés,7.77,82
3024,Sofía Torres,Sistemas,32,Femenino,10,741,Inglés,9.75,80
3024,Sofía Torres,Sistemas,32,Femenino,10,1332,Python,9.12,77
3024,Sofía Torres,Sistemas,32,Femenino,10,4315,Administración,7.72,71
3025,Carlos Morales,Psicología,31,Femenino,5,3272,Contabilidad,6.46,80
3026,Andrés Ruiz,Psicología,32,Masculino,9,2046,Programación,7.01,95
3026,Andrés Ruiz,Psicología,32,Masculino,9,2053,Estadística,8.01,86
3028,María Torres,Contabilidad,21,Femenino,1,3932,Contabilidad,6.97,89
3028,María Torres,Contabilidad,21,Femenino,1,4295,Python,6.83,70
3028,María Torres,Contabilidad,21,Femenino,1,4795,Contabilidad,8.99,84
3029,Andrés Castillo,Psicología,24,Masculino,4,1735,Investigación,6.86,78
3029,Andrés Castillo,Psicología,24,Masculino,4,2182,Administración,8.3,93
3030,Luis Torres,Administración,27,Masculino,7,1574,Base de Datos,6.31,75
3030,Luis Torres,Administración,27,Masculino,7,2791,Estadística,5.25,84
3032,Ana Vega,Derecho,22,Femenino,2,334,Contabilidad,8.61,96
3032,Ana Vega,Derecho,22,Femenino,2,4882,Contabilidad,9.72,97
3033,Daniela Morales,Sistemas,32,Masculino,4,2451,Matemáticas,8.39,86
3035,Sofía Díaz,Educación,25,Masculino,9,3645,Python,5.72,66
3035,Sofía Díaz,Educación,25,Masculino,9,3738,Inglés,6.5,91
3036,Ana Castillo,Sistemas,29,Femenino,2,482,Programación,7.81,80
3038,Andrés Torres,Derecho,29,Masculino,7,1193,Estadística,8.05,84
3038,Andrés Torres,Derecho,29,Masculino,7,3368,Base de Datos,6.53,82
3039,José Gómez,Psicología,30,Femenino,6,4974,Matemáticas,6.58,77
3040,Pedro Gómez,Administración,18,Femenino,7,598,Estadística,7.68,72
3044,Ana Torres,Derecho,25,Masculino,1,279,Estadística,8.37,90
3044,Ana Torres,Derecho,25,Masculino,1,4280,Python,8.94,98
3045,Andrés Morales,Psicología,30,Femenino,2,2593,Python,8.51,97
3045,Andrés Morales,Psicología,30,Femenino,2,2743,Administración,5.73,80
3045,Andrés Morales,Psicología,30,Femenino,2,3433,Auditoría,7.07,70
3046,Ana Gómez,Derecho,34,Masculino,2,1343,Investigación,8.82,87
3046,Ana Gómez,Derecho,34,Masculino,2,3614,Investigación,5.22,69
3048,Luis Morales,Psicología,19,Femenino,2,445,Inglés,8.82,96
3048,Luis Morales,Psicología,19,Femenino,2,4654,Contabilidad,7.13,71
3049,José Ruiz,Sistemas,28,Masculino,8,3851,Inglés,9.92,78
3050,Pedro Torres,Educación,34,Masculino,10,3191,Auditoría,6.89,97
3052,María Castillo,Contabilidad,18,Femenino,8,922,Python,6.69,79
3052,María Castillo,Contabilidad,18,Femenino,8,4548,Matemáticas,7.93,74
3055,Sofía Torres,Contabilidad,18,Masculino,8,1697,Administración,7.26,92
3056,Daniela Morales,Sistemas,23,Masculino,5,2035,Contabilidad,8.13,82
3057,Ana Morales,Psicología,35,Femenino,2,975,Python,9.46,93
3057,Ana Morales,Psicología,35,Femenino,2,2319,Investigación,7.45,97
3057,Ana Morales,Psicología,35,Femenino,2,4930,Python,7.41,63
3058,María López,Administración,32,Masculino,2,499,Administración,7.79,83
3058,María López,Administración,32,Masculino,2,3199,Auditoría,6.69,85
3059,Carlos Díaz,Contabilidad,23,Masculino,6,711,Base de Datos,7.55,86
3059,Carlos Díaz,Contabilidad,23,Masculino,6,2095,Programación,9.93,75
3061,Ana López,Administración,21,Masculino,10,865,Investigación,7.93,81
3063,María Vega,Educación,28,Masculino,8,4994,Auditoría,6.7,62
3064,Daniela Vega,Psicología,29,Femenino,2,35,Base de Datos,7.7,93
3064,Daniela Vega,Psicología,29,Femenino,2,1417,Base de Datos,9.26,91
3064,Daniela Vega,Psicología,29,Femenino,2,2762,Auditoría,5.51,74
3066,José Ruiz,Sistemas,23,Femenino,1,1490,Python,8.89,65
3066,José Ruiz,Sistemas,23,Femenino,1,2192,Inglés,7.59,71
3068,Pedro Castillo,Contabilidad,19,Masculino,8,573,Investigación,7.24,84
3068,Pedro Castillo,Contabilidad,19,Masculino,8,2697,Programación,9.1,98
3069,María Castillo,Sistemas,30,Femenino,9,3175,Inglés,5.41,75
3072,Andrés Torres,Sistemas,24,Femenino,9,3950,Matemáticas,6.96,77
3073,Pedro Torres,Psicología,35,Femenino,8,1179,Matemáticas,8.44,80
3073,Pedro Torres,Psicología,35,Femenino,8,3789,Programación,5.13,87
3073,Pedro Torres,Psicología,35,Femenino,8,4787,Contabilidad,8.93,95
3074,Sofía Ramírez,Administración,31,Masculino,9,986,Contabilidad,8.86,99
3074,Sofía Ramírez,Administración,31,Masculino,9,4418,Programación,5.28,77
3075,María Gómez,Psicología,23,Femenino,7,3277,Programación,5.66,98
3076,Ana Díaz,Administración,32,Masculino,8,649,Investigación,5.93,97
3078,Daniela Ramírez,Educación,19,Femenino,8,574,Estadística,8.41,94
3079,María Morales,Psicología,22,Masculino,6,1742,Estadística,5.03,100
3079,María Morales,Psicología,22,Masculino,6,2647,Base de Datos,7.85,64
3080,Ana Morales,Psicología,22,Masculino,3,2172,Matemáticas,7.0,60
3081,Carlos López,Educación,29,Femenino,3,673,Contabilidad,9.08,85
3082,Luis Morales,Educación,29,Masculino,6,333,Investigación,7.27,70
3082,Luis Morales,Educación,29,Masculino,6,1641,Base de Datos,5.08,91
3082,Luis Morales,Educación,29,Masculino,6,3047,Matemáticas,8.37,76
3082,Luis Morales,Educación,29,Masculino,6,4465,Programación,5.72,70
3083,Andrés Ramírez,Sistemas,26,Femenino,10,1816,Inglés,7.3,62
3085,Carlos Díaz,Psicología,30,Femenino,10,3953,Programación,9.92,60
3085,Carlos Díaz,Psicología,30,Femenino,10,4768,Contabilidad,7.73,99
3087,Pedro Ruiz,Psicología,35,Femenino,9,3897,Python,6.51,74
3088,Ana Torres,Administración,19,Femenino,1,4072,Estadística,5.5,65
3089,Sofía López,Educación,35,Femenino,10,680,Estadística,7.25,98
3090,José Vega,Contabilidad,22,Femenino,10,2441,Matemáticas,6.89,66
3090,José Vega,Contabilidad,22,Femenino,10,3619,Contabilidad,9.21,72
3090,José Vega,Contabilidad,22,Femenino,10,4564,Python,9.43,93
3091,Camila Ruiz,Psicología,35,Masculino,2,238,Inglés,9.66,72
3091,Camila Ruiz,Psicología,35,Masculino,2,1074,Python,7.14,95
3091,Camila Ruiz,Psicología,35,Masculino,2,2929,Base de Datos,7.15,87
3092,José Díaz,Derecho,35,Femenino,1,2269,Matemáticas,9.64,83
3092,José Díaz,Derecho,35,Femenino,1,3839,Python,5.19,87
3093,Daniela Gómez,Contabilidad,23,Masculino,9,2592,Python,8.48,87
3093,Daniela Gómez,Contabilidad,23,Masculino,9,2676,Matemáticas,6.74,72
3094,Pedro Ramírez,Derecho,33,Masculino,9,2897,Base de Datos,9.94,96
3095,Carlos Pérez,Psicología,32,Femenino,7,1835,Auditoría,6.95,96
3095,Carlos Pérez,Psicología,32,Femenino,7,2343,Estadística,6.38,81
3095,Carlos Pérez,Psicología,32,Femenino,7,2821,Estadística,9.83,100
3096,Luis Ruiz,Sistemas,32,Femenino,10,3082,Investigación,5.66,77
3096,Luis Ruiz,Sistemas,32,Femenino,10,4043,Administración,8.3,88
3098,Sofía Morales,Psicología,33,Masculino,3,2712,Contabilidad,8.3,77
3099,Camila Vega,Psicología,24,Femenino,1,1166,Investigación,5.66,61
3100,Andrés Díaz,Educación,34,Masculino,7,1280,Matemáticas,6.31,87
3101,Carlos López,Contabilidad,19,Femenino,1,2351,Auditoría,5.29,82
3102,Camila Morales,Derecho,28,Femenino,10,1026,Investigación,9.09,65
3104,Andrés Torres,Educación,28,Femenino,5,2450,Auditoría,8.68,63
3105,José Torres,Psicología,30,Femenino,10,1532,Administración,7.47,63
3105,José Torres,Psicología,30,Femenino,10,4783,Inglés,5.04,61
3106,Pedro López,Administración,29,Femenino,3,147,Administración,6.06,80
3106,Pedro López,Administración,29,Femenino,3,4282,Estadística,8.97,92
3107,María Torres,Educación,35,Femenino,7,3072,Estadística,8.9,81
3107,María Torres,Educación,35,Femenino,7,4883,Inglés,9.17,81
3108,María López,Psicología,21,Femenino,7,2954,Base de Datos,8.3,94
3108,María López,Psicología,21,Femenino,7,3021,Administración,7.19,92
3109,Carlos Castillo,Sistemas,28,Masculino,9,4288,Inglés,5.2,87
3110,Camila Ramírez,Administración,28,Femenino,3,1789,Investigación,6.07,74
3110,Camila Ramírez,Administración,28,Femenino,3,2768,Contabilidad,8.49,68
3111,Sofía Torres,Derecho,25,Masculino,6,525,Investigación,9.09,69
3111,Sofía Torres,Derecho,25,Masculino,6,1013,Administración,8.06,68
3112,Andrés Ruiz,Educación,29,Masculino,4,3330,Python,8.34,64
3112,Andrés Ruiz,Educación,29,Masculino,4,4439,Estadística,6.09,87
3113,Andrés Gómez,Psicología,30,Femenino,6,652,Base de Datos,8.7,80
3114,Ana Ramírez,Psicología,26,Femenino,9,650,Estadística,8.86,78
3115,Camila Pérez,Psicología,28,Femenino,5,512,Base de Datos,9.11,75
3115,Camila Pérez,Psicología,28,Femenino,5,3978,Python,7.71,77
3115,Camila Pérez,Psicología,28,Femenino,5,4904,Python,6.51,65
3116,José López,Sistemas,24,Femenino,10,2657,Python,9.68,83
3116,José López,Sistemas,24,Femenino,10,3053,Auditoría,6.17,82
3117,Luis Vega,Psicología,20,Masculino,8,1424,Administración,6.97,96
3117,Luis Vega,Psicología,20,Masculino,8,2610,Base de Datos,5.27,83
3117,Luis Vega,Psicología,20,Masculino,8,3417,Python,7.23,85
3118,Sofía Ramírez,Administración,19,Masculino,9,4634,Estadística,9.05,60
3119,Camila Ruiz,Administración,26,Masculino,2,606,Inglés,7.67,82
3119,Camila Ruiz,Administración,26,Masculino,2,661,Base de Datos,5.69,79
3121,José Ramírez,Sistemas,28,Femenino,4,1916,Contabilidad,9.89,83
3121,José Ramírez,Sistemas,28,Femenino,4,3688,Inglés,6.9,70
3121,José Ramírez,Sistemas,28,Femenino,4,4497,Auditoría,6.66,89
3122,Luis López,Educación,23,Femenino,10,2691,Estadística,5.98,90
3122,Luis López,Educación,23,Femenino,10,2992,Estadística,9.78,74
3123,María Morales,Derecho,34,Masculino,4,591,Programación,6.59,86
3123,María Morales,Derecho,34,Masculino,4,2256,Administración,8.73,72
3124,Pedro Ramírez,Contabilidad,19,Masculino,10,1174,Administración,7.95,96
3125,José Torres,Educación,21,Femenino,2,898,Administración,5.93,62
3125,José Torres,Educación,21,Femenino,2,1088,Estadística,6.93,94
3125,José Torres,Educación,21,Femenino,2,1105,Investigación,9.11,61
3125,José Torres,Educación,21,Femenino,2,3745,Base de Datos,7.0,60
3126,Ana Díaz,Administración,32,Femenino,10,1295,Python,5.61,75
3126,Ana Díaz,Administración,32,Femenino,10,1359,Estadística,8.9,81
3127,Andrés Gómez,Educación,34,Femenino,9,2372,Programación,9.83,87
3130,Carlos Torres,Contabilidad,35,Femenino,7,1586,Administración,9.81,62
3130,Carlos Torres,Contabilidad,35,Femenino,7,1905,Base de Datos,7.16,73
3130,Carlos Torres,Contabilidad,35,Femenino,7,2079,Contabilidad,5.46,66
3134,Camila Ruiz,Derecho,29,Femenino,10,96,Python,9.29,74
3134,Camila Ruiz,Derecho,29,Femenino,10,1362,Python,6.52,62
3135,José Torres,Psicología,22,Femenino,10,1809,Auditoría,8.4,69
